frame, gt_idx, det_idx,  IoU, JIoU(det&gt), JIoU(det&gt_unc), JIoU ratio
000031,     2,      3,  0.87,   0.77,     0.92,     0.84
000031,     4,      4,  0.87,   0.86,     0.84,     1.02
000035,     0,      2,  0.85,   0.43,     0.27,     1.56
000035,     1,      0,  0.82,   0.73,     0.88,     0.83
000035,     2,      1,  0.83,   0.78,     0.90,     0.86
000037,     0,      0,  0.87,   0.83,     0.82,     1.01
000037,     2,      1,  0.14,   0.63,     0.65,     0.96
000039,     0,      1,  0.93,   0.77,     1.00,     0.77
000039,     1,      0,  0.89,   0.79,     0.93,     0.85
000039,     2,      2,  0.87,   0.84,     0.83,     1.02
000039,     3,      3,  0.86,   0.85,     0.78,     1.10
000040,     0,      0,  0.83,   0.77,     0.86,     0.90
000042,     0,      0,  0.89,   0.52,     0.36,     1.44
000047,     0,      2,  0.85,   0.79,     0.74,     1.07
000047,     1,      1,  0.93,   0.75,     1.00,     0.75
000047,     2,      0,  0.96,   0.81,     1.00,     0.81
000047,     3,     -1,  0.00,   0.00,     0.35,     0.00
000047,     4,      3,  0.93,   0.85,     0.89,     0.96
000047,     7,      5,  0.79,   0.59,     0.38,     1.55
000047,     8,      4,  0.81,   0.57,     0.44,     1.29
000050,     0,      2,  0.93,   0.77,     0.88,     0.88
000050,     1,      0,  0.93,   0.78,     1.00,     0.78
000050,     3,      3,  0.88,   0.87,     0.79,     1.10
000052,     0,      2,  0.81,   0.73,     0.92,     0.79
000052,     1,      4,  0.73,   0.80,     0.84,     0.95
000052,     2,      3,  0.62,   0.67,     0.78,     0.87
000052,     3,     -1,  0.00,   0.00,     0.27,     0.00
000052,     5,      1,  0.91,   0.80,     0.93,     0.86
000053,     1,      2,  0.89,   0.74,     1.00,     0.74
000053,     2,      1,  0.93,   0.79,     0.91,     0.86
000053,     3,      4,  0.78,   0.77,     0.90,     0.85
000053,     4,      3,  0.85,   0.83,     0.85,     0.98
000053,     5,      5,  0.83,   0.84,     0.74,     1.12
000053,     6,      6,  0.85,   0.76,     0.56,     1.35
000059,     0,      0,  0.87,   0.85,     0.77,     1.10
000059,     1,      3,  0.82,   0.79,     0.67,     1.18
000059,     2,      2,  0.70,   0.64,     0.88,     0.73
000061,     2,     -1,  0.00,   0.00,     0.39,     0.00
000061,     3,      2,  0.79,   0.74,     0.87,     0.85
000062,     0,      0,  0.94,   0.81,     0.92,     0.87
000062,     1,      1,  0.94,   0.84,     0.87,     0.97
000062,     2,      2,  0.80,   0.81,     0.73,     1.11
000063,     0,      0,  0.82,   0.77,     0.91,     0.85
000063,     1,      2,  0.76,   0.64,     0.94,     0.68
000066,     0,      0,  0.67,   0.64,     0.74,     0.87
000066,     1,      1,  0.84,   0.84,     0.69,     1.21
000077,     0,      0,  0.86,   0.82,     0.79,     1.04
000078,     1,      0,  0.92,   0.80,     1.00,     0.80
000078,     2,      2,  0.69,   0.68,     0.82,     0.82
000089,     0,      1,  0.87,   0.78,     1.00,     0.78
000089,     2,      2,  0.89,   0.87,     0.85,     1.01
000089,     3,      0,  0.92,   0.85,     0.89,     0.95
000089,     4,      3,  0.94,   0.57,     0.44,     1.28
000089,     5,      5,  0.78,   0.82,     0.67,     1.22
000090,     0,      0,  0.81,   0.78,     0.92,     0.85
000093,     0,      0,  0.91,   0.80,     1.00,     0.80
000093,     1,      3,  0.88,   0.78,     0.90,     0.87
000093,     2,      1,  0.97,   0.79,     0.92,     0.85
000093,     3,      2,  0.91,   0.82,     0.92,     0.90
000093,     4,      6,  0.63,   0.58,     0.38,     1.53
000094,     0,      0,  0.88,   0.82,     0.91,     0.90
000098,     0,      2,  0.90,   0.86,     0.82,     1.05
000098,     2,      0,  0.95,   0.79,     1.00,     0.79
000098,     3,      1,  0.95,   0.83,     0.92,     0.91
000102,     2,      0,  0.26,   0.43,     0.30,     1.43
000104,     0,      1,  0.79,   0.78,     0.77,     1.01
000104,     1,      0,  0.95,   0.76,     1.00,     0.76
000104,     2,      2,  0.93,   0.79,     0.91,     0.86
000104,     3,      3,  0.90,   0.81,     0.86,     0.94
000104,     4,     -1,  0.00,   0.00,     0.33,     0.00
000104,     6,      4,  0.52,   0.63,     0.41,     1.53
000106,     0,      3,  0.84,   0.43,     0.29,     1.47
000106,     1,      1,  0.89,   0.75,     1.00,     0.75
000106,     2,      0,  0.88,   0.78,     0.93,     0.84
000107,     1,      1,  0.94,   0.78,     1.00,     0.78
000107,     2,      2,  0.90,   0.80,     0.91,     0.89
000107,     3,      3,  0.87,   0.81,     0.92,     0.88
000107,     4,      6,  0.80,   0.80,     0.65,     1.23
000107,     5,      4,  0.85,   0.82,     0.67,     1.21
000107,     6,      7,  0.62,   0.34,     0.20,     1.70
000108,     0,      0,  0.77,   0.71,     0.90,     0.79
000116,     0,      0,  0.92,   0.77,     1.00,     0.77
000116,     1,      1,  0.89,   0.80,     0.92,     0.88
000116,     2,      2,  0.87,   0.82,     0.89,     0.93
000116,     3,      3,  0.84,   0.87,     0.79,     1.11
000117,     0,      0,  0.95,   0.79,     1.00,     0.79
000117,     1,      1,  0.86,   0.74,     1.00,     0.74
000117,     2,      3,  0.90,   0.85,     0.74,     1.14
000117,     3,      4,  0.69,   0.73,     0.75,     0.98
000117,     4,      2,  0.88,   0.84,     0.85,     0.99
000117,     5,      8,  0.79,   0.78,     0.71,     1.09
000117,     6,     -1,  0.00,   0.00,     0.57,     0.00
000117,     7,      6,  0.82,   0.71,     0.57,     1.26
000122,     0,      0,  0.64,   0.63,     0.81,     0.79
000124,     0,      2,  0.37,   0.56,     0.38,     1.47
000126,     0,      0,  0.84,   0.78,     0.94,     0.83
000128,     1,      0,  0.82,   0.79,     0.94,     0.84
000132,     0,      0,  0.93,   0.88,     0.84,     1.05
000134,     0,      0,  0.74,   0.75,     0.94,     0.80
000134,    13,     -1,  0.00,   0.00,     0.38,     0.00
000134,    14,      2,  0.53,   0.64,     0.46,     1.38
000135,     0,      0,  0.92,   0.82,     0.94,     0.87
000135,     1,      1,  0.87,   0.83,     0.86,     0.97
000135,     2,      2,  0.92,   0.85,     0.86,     0.98
000135,     3,      5,  0.86,   0.84,     0.81,     1.03
000135,     4,      7,  0.91,   0.54,     0.37,     1.44
000135,     7,      3,  0.66,   0.69,     0.81,     0.85
000137,     0,      1,  0.25,   0.52,     0.36,     1.42
000137,     3,      0,  0.83,   0.84,     0.77,     1.10
000139,     0,      2,  0.52,   0.51,     0.35,     1.45
000140,     0,      0,  0.89,   0.77,     0.89,     0.86
000140,     1,      1,  0.89,   0.81,     0.94,     0.86
000140,     2,      2,  0.91,   0.90,     0.86,     1.04
000140,     3,      3,  0.72,   0.75,     0.61,     1.22
000143,     1,      3,  0.05,   0.69,     0.53,     1.32
000143,     2,      2,  0.64,   0.73,     0.66,     1.12
000151,     3,      1,  0.90,   0.83,     0.89,     0.93
000152,     0,      0,  0.82,   0.76,     1.00,     0.76
000152,     1,      3,  0.94,   0.78,     1.00,     0.78
000152,     2,      1,  0.84,   0.74,     0.69,     1.07
000152,     4,      4,  0.90,   0.81,     0.94,     0.86
000152,     5,      2,  0.89,   0.85,     0.82,     1.04
000152,     6,      5,  0.84,   0.59,     0.39,     1.52
000153,     1,      0,  0.92,   0.87,     0.81,     1.08
000159,     0,      2,  0.85,   0.75,     1.00,     0.75
000159,     2,      0,  0.92,   0.78,     1.00,     0.78
000159,     3,      5,  0.82,   0.80,     0.79,     1.01
000159,     4,      3,  0.88,   0.79,     0.69,     1.13
000159,     5,      4,  0.84,   0.81,     0.80,     1.02
000159,     6,      6,  0.93,   0.58,     0.42,     1.38
000161,     0,      0,  0.95,   0.78,     1.00,     0.78
000161,     1,      1,  0.96,   0.82,     0.94,     0.87
000161,     2,      2,  0.91,   0.84,     0.86,     0.98
000161,     3,      3,  0.92,   0.87,     0.79,     1.10
000161,     4,      5,  0.84,   0.78,     0.89,     0.88
000161,     5,      8,  0.72,   0.72,     0.72,     0.99
000161,     6,     13,  0.76,   0.59,     0.40,     1.46
000161,    10,      9,  0.63,   0.56,     0.47,     1.20
000161,    11,      7,  0.95,   0.86,     0.69,     1.24
000161,    12,      6,  0.84,   0.78,     0.66,     1.18
000168,     0,      0,  0.81,   0.80,     0.84,     0.96
000168,     1,      2,  0.82,   0.56,     0.45,     1.26
000168,     2,      3,  0.62,   0.58,     0.78,     0.74
000168,     3,      1,  0.88,   0.81,     0.88,     0.92
000169,     0,      0,  0.91,   0.76,     1.00,     0.76
000169,     4,      6,  0.86,   0.73,     0.59,     1.24
000169,     5,      3,  0.79,   0.70,     0.93,     0.75
000169,     6,      4,  0.86,   0.76,     0.94,     0.80
000169,     7,     15,  0.81,   0.72,     0.84,     0.86
000169,     8,      8,  0.88,   0.81,     0.89,     0.91
000169,     9,      9,  0.84,   0.76,     0.58,     1.31
000169,    10,     -1,  0.00,   0.00,     0.75,     0.00
000169,    12,      1,  0.93,   0.82,     0.91,     0.90
000169,    13,      7,  0.94,   0.73,     0.64,     1.15
000169,    14,     -1,  0.00,   0.00,     0.39,     0.00
000170,     0,      0,  0.88,   0.87,     0.83,     1.05
000173,     1,      0,  0.89,   0.76,     1.00,     0.76
000173,     3,      1,  0.91,   0.77,     1.00,     0.77
000173,     4,      7,  0.79,   0.79,     0.73,     1.09
000173,     5,      3,  0.71,   0.68,     0.84,     0.81
000173,     6,      5,  0.66,   0.44,     0.24,     1.80
000174,     1,      0,  0.88,   0.77,     0.91,     0.85
000174,     2,      1,  0.68,   0.73,     0.71,     1.04
000175,     0,      1,  0.90,   0.87,     0.83,     1.06
000175,     1,      2,  0.89,   0.60,     0.42,     1.45
000175,     2,      0,  0.83,   0.78,     0.87,     0.89
000181,     0,      3,  0.91,   0.75,     1.00,     0.75
000181,     1,      1,  0.90,   0.75,     1.00,     0.75
000181,     2,      2,  0.88,   0.75,     0.94,     0.80
000181,     3,     16,  0.89,   0.80,     0.80,     1.00
000181,     4,      5,  0.87,   0.83,     0.80,     1.03
000181,     5,      0,  0.93,   0.77,     0.90,     0.85
000181,     6,      4,  0.87,   0.82,     0.88,     0.94
000181,     7,      9,  0.76,   0.77,     0.70,     1.10
000181,    11,     -1,  0.00,   0.00,     0.40,     0.00
000182,     0,      1,  0.88,   0.75,     1.00,     0.75
000182,     2,      2,  0.91,   0.89,     0.79,     1.13
000183,     1,      1,  0.83,   0.72,     1.00,     0.72
000183,     4,      5,  0.03,   0.59,     0.48,     1.23
000183,     5,      4,  0.90,   0.86,     0.68,     1.27
000186,     2,      2,  0.88,   0.74,     0.87,     0.85
000186,     5,      4,  0.84,   0.82,     0.76,     1.08
000186,     6,      3,  0.80,   0.78,     0.90,     0.87
000188,     0,      0,  0.92,   0.79,     1.00,     0.79
000188,     1,      1,  0.82,   0.78,     0.93,     0.84
000188,     2,      3,  0.87,   0.77,     0.62,     1.25
000188,     3,      2,  0.80,   0.81,     0.84,     0.96
000190,     1,      0,  0.91,   0.78,     1.00,     0.78
000191,     0,      6,  0.90,   0.51,     0.40,     1.30
000191,     2,      1,  0.90,   0.80,     0.93,     0.85
000191,     3,      3,  0.97,   0.77,     0.90,     0.85
000191,     4,      4,  0.88,   0.70,     0.59,     1.19
000191,     5,      5,  0.32,   0.64,     0.83,     0.77
000191,     8,      7,  0.91,   0.38,     0.25,     1.50
000191,     9,     -1,  0.00,   0.00,     0.50,     0.00
000192,     0,      5,  0.92,   0.37,     0.28,     1.34
000192,     2,      1,  0.88,   0.80,     0.86,     0.94
000192,     5,      3,  0.94,   0.76,     0.91,     0.83
000192,     6,      4,  0.89,   0.89,     0.73,     1.22
000194,     0,      0,  0.84,   0.77,     0.94,     0.82
000194,     1,      1,  0.88,   0.86,     0.73,     1.18
000196,     0,      0,  0.78,   0.83,     0.83,     1.00
000197,     0,      2,  0.92,   0.76,     1.00,     0.76
000197,     1,      0,  0.88,   0.81,     0.92,     0.88
000197,     2,      1,  0.92,   0.79,     0.94,     0.84
000197,     3,      3,  0.89,   0.81,     0.90,     0.90
000197,     4,      4,  0.96,   0.60,     0.46,     1.30
000201,     1,      1,  0.86,   0.76,     1.00,     0.76
000201,     2,      0,  0.88,   0.82,     0.95,     0.86
000201,     4,      2,  0.87,   0.83,     0.90,     0.92
000201,     5,      3,  0.84,   0.76,     0.92,     0.83
000201,     6,      5,  0.90,   0.85,     0.87,     0.99
000201,     7,      8,  0.03,   0.59,     0.43,     1.38
000201,     8,      6,  0.80,   0.79,     0.68,     1.17
000204,     0,      1,  0.76,   0.37,     0.23,     1.64
000204,     3,      0,  0.85,   0.78,     0.94,     0.83
000207,     2,      0,  0.94,   0.81,     0.93,     0.88
000207,     3,      2,  0.79,   0.78,     0.76,     1.03
000211,     0,      0,  0.92,   0.79,     1.00,     0.79
000211,     3,      2,  0.73,   0.77,     0.71,     1.08
000211,     5,      4,  0.55,   0.55,     0.44,     1.24
000211,     6,      3,  0.87,   0.48,     0.36,     1.31
000212,     1,      0,  0.94,   0.81,     0.92,     0.87
000213,     3,      5,  0.87,   0.76,     0.93,     0.82
000213,     4,      1,  0.93,   0.78,     1.00,     0.78
000213,     5,      3,  0.92,   0.77,     0.91,     0.85
000213,     6,      6,  0.92,   0.85,     0.86,     0.99
000213,     7,      7,  0.83,   0.79,     0.83,     0.95
000213,     8,      9,  0.71,   0.65,     0.85,     0.77
000213,     9,      8,  0.86,   0.39,     0.29,     1.34
000216,     0,      1,  0.78,   0.59,     0.49,     1.19
000216,     1,      0,  0.94,   0.74,     1.00,     0.74
000216,     2,      2,  0.84,   0.77,     0.86,     0.89
000216,     3,      3,  0.76,   0.75,     0.82,     0.92
000218,     1,      1,  0.93,   0.78,     1.00,     0.78
000218,     2,      0,  0.88,   0.80,     0.92,     0.87
000218,     3,      2,  0.86,   0.78,     0.92,     0.84
000218,     4,      4,  0.92,   0.89,     0.75,     1.19
000218,     5,      5,  0.90,   0.66,     0.54,     1.23
000223,     1,      0,  0.94,   0.76,     0.88,     0.86
000226,     0,      6,  0.86,   0.86,     0.76,     1.13
000226,     2,      5,  0.82,   0.81,     0.65,     1.24
000226,     3,     -1,  0.00,   0.00,     0.69,     0.00
000226,     4,      2,  0.87,   0.78,     0.93,     0.83
000226,     6,      1,  0.91,   0.77,     1.00,     0.77
000229,     0,      1,  0.69,   0.38,     0.27,     1.42
000231,     0,      1,  0.93,   0.87,     0.85,     1.02
000231,     1,      2,  0.83,   0.81,     0.84,     0.97
000231,     2,      0,  0.77,   0.73,     0.95,     0.76
000231,     3,      4,  0.70,   0.45,     0.28,     1.62
000234,     0,      0,  0.94,   0.78,     1.00,     0.78
000234,     1,      1,  0.89,   0.75,     1.00,     0.75
000234,     2,      3,  0.92,   0.88,     0.84,     1.06
000234,     3,      2,  0.87,   0.81,     0.93,     0.87
000234,     4,      5,  0.88,   0.80,     0.81,     0.99
000234,     5,      4,  0.85,   0.83,     0.80,     1.04
000235,     0,      3,  0.83,   0.41,     0.27,     1.54
000235,     1,      0,  0.87,   0.75,     1.00,     0.75
000235,     2,      1,  0.87,   0.81,     0.81,     1.00
