frame, gt_idx, det_idx,  IoU, JIoU(gt_unc&det_unc), JIoU(gt_unc&gt), JIoU(gt_unc&det), JIoU ratio
001180,     8,      7,  0.78,   0.40,     0.37,     0.36,     1.08
001180,    11,     -1,  0.00,   0.00,     0.20,     0.00,     0.00
001182,     4,      3,  0.81,   0.67,     0.63,     0.61,     1.07
001195,     3,     -1,  0.00,   0.00,     0.56,     0.00,     0.00
001195,     6,     10,  0.51,   0.53,     0.48,     0.41,     1.10
001195,     7,      6,  0.85,   0.53,     0.53,     0.48,     1.00
001199,    10,     11,  0.91,   0.36,     0.28,     0.27,     1.31
001224,     7,      6,  0.86,   0.73,     0.70,     0.67,     1.05
001224,     8,     -1,  0.00,   0.00,     0.45,     0.00,     0.00
001230,     6,     11,  0.65,   0.59,     0.55,     0.51,     1.07
001230,    12,      5,  0.95,   0.65,     0.60,     0.60,     1.09
001232,     5,      4,  0.94,   0.65,     0.60,     0.60,     1.09
001232,     6,      6,  0.92,   0.63,     0.59,     0.59,     1.08
001237,     3,      8,  0.80,   0.66,     0.57,     0.58,     1.15
001237,     6,      4,  0.83,   0.68,     0.64,     0.64,     1.07
001237,     9,     12,  0.56,   0.66,     0.47,     0.27,     1.42
001242,     1,     -1,  0.00,   0.00,     0.66,     0.00,     0.00
001243,     0,      1,  0.73,   0.48,     0.47,     0.44,     1.03
001243,     3,     -1,  0.00,   0.00,     0.67,     0.00,     0.00
001243,     4,      7,  0.85,   0.58,     0.43,     0.42,     1.36
001244,     0,      4,  0.86,   0.47,     0.45,     0.45,     1.05
001244,     5,      7,  0.07,   0.60,     0.64,     0.07,     0.93
001244,    10,      6,  0.89,   0.42,     0.36,     0.37,     1.15
001253,     3,      3,  0.72,   0.76,     0.61,     0.58,     1.24
001254,     2,      3,  0.88,   0.40,     0.39,     0.36,     1.04
001263,     0,      1,  0.83,   0.38,     0.32,     0.32,     1.18
001268,     4,      4,  0.87,   0.72,     0.66,     0.65,     1.10
001275,     0,      2,  0.79,   0.37,     0.32,     0.33,     1.14
001284,     4,      2,  0.77,   0.75,     0.69,     0.64,     1.08
001287,     6,     -1,  0.00,   0.00,     0.64,     0.00,     0.00
001287,    11,      6,  0.87,   0.40,     0.36,     0.34,     1.12
001289,     2,      1,  0.70,   0.63,     0.59,     0.55,     1.07
001292,     0,      0,  0.86,   0.68,     0.64,     0.64,     1.06
001294,     3,     10,  0.77,   0.75,     0.68,     0.66,     1.10
001294,     7,      5,  0.86,   0.75,     0.68,     0.67,     1.10
001296,     0,      2,  0.71,   0.38,     0.33,     0.33,     1.18
001296,     2,      1,  0.67,   0.53,     0.47,     0.47,     1.13
001296,     3,      4,  0.68,   0.42,     0.29,     0.32,     1.42
001304,     0,      0,  0.64,   0.50,     0.47,     0.45,     1.06
001305,     0,      1,  0.63,   0.46,     0.40,     0.41,     1.15
001305,     3,      3,  0.82,   0.69,     0.58,     0.56,     1.17
001318,     0,      1,  0.67,   0.38,     0.33,     0.33,     1.14
001329,     0,      0,  0.81,   0.36,     0.32,     0.33,     1.13
001330,     3,      3,  0.06,   0.31,     0.29,     0.03,     1.06
001330,     6,      4,  0.42,   0.62,     0.45,     0.27,     1.38
001332,     4,      3,  0.70,   0.57,     0.48,     0.45,     1.17
001336,     6,      3,  0.89,   0.24,     0.23,     0.21,     1.08
001337,     5,      5,  0.86,   0.78,     0.69,     0.68,     1.12
001342,     0,      0,  0.63,   0.46,     0.51,     0.42,     0.90
001344,     1,     -1,  0.00,   0.00,     0.38,     0.00,     0.00
001355,    10,      0,  0.75,   0.62,     0.58,     0.55,     1.06
001359,     0,      1,  0.89,   0.36,     0.32,     0.32,     1.11
001363,     3,      3,  0.67,   0.61,     0.57,     0.54,     1.06
001372,     3,      2,  0.76,   0.41,     0.40,     0.38,     1.04
001376,     5,      5,  0.58,   0.48,     0.39,     0.23,     1.25
001382,     1,      1,  0.91,   0.32,     0.28,     0.28,     1.14
001389,     5,      6,  0.86,   0.60,     0.55,     0.55,     1.09
001391,     4,     11,  0.86,   0.69,     0.61,     0.60,     1.13
001412,     9,      8,  0.69,   0.55,     0.51,     0.50,     1.09
001415,     5,      5,  0.93,   0.77,     0.67,     0.67,     1.16
001424,     4,      3,  0.85,   0.62,     0.57,     0.53,     1.09
001424,     6,      4,  0.84,   0.67,     0.56,     0.55,     1.19
001435,     4,     -1,  0.00,   0.00,     0.33,     0.00,     0.00
001442,     2,      2,  0.62,   0.63,     0.68,     0.57,     0.93
001443,     3,      5,  0.00,   0.64,     0.59,     0.00,     1.10
001445,     4,      4,  0.77,   0.29,     0.30,     0.22,     0.97
001446,     0,      5,  0.93,   0.37,     0.34,     0.33,     1.07
001446,     2,      4,  0.76,   0.43,     0.36,     0.36,     1.17
001448,     3,      3,  0.45,   0.42,     0.28,     0.16,     1.51
001451,     1,      2,  0.83,   0.24,     0.21,     0.20,     1.17
001458,     8,      8,  0.88,   0.72,     0.63,     0.63,     1.14
001463,     0,      2,  0.68,   0.43,     0.32,     0.30,     1.34
001469,     3,     -1,  0.00,   0.00,     0.54,     0.00,     0.00
001469,     6,      6,  0.83,   0.75,     0.62,     0.60,     1.21
001469,     8,     -1,  0.00,   0.00,     0.22,     0.00,     0.00
001481,     3,     -1,  0.00,   0.00,     0.65,     0.00,     0.00
001481,     8,     -1,  0.00,   0.00,     0.34,     0.00,     0.00
001497,     4,      4,  0.95,   0.55,     0.53,     0.53,     1.04
001502,     1,     -1,  0.00,   0.00,     0.35,     0.00,     0.00
001507,     0,      2,  0.39,   0.54,     0.44,     0.18,     1.23
001508,     6,      6,  0.78,   0.63,     0.55,     0.53,     1.15
001514,     0,      4,  0.93,   0.31,     0.28,     0.28,     1.08
001514,    10,     -1,  0.00,   0.00,     0.45,     0.00,     0.00
001517,     0,      3,  0.81,   0.31,     0.26,     0.26,     1.21
001517,     1,      5,  0.84,   0.57,     0.48,     0.46,     1.19
001522,     4,      3,  0.94,   0.68,     0.65,     0.65,     1.05
001522,     5,      5,  0.92,   0.77,     0.70,     0.70,     1.10
001522,     7,     16,  0.26,   0.34,     0.27,     0.05,     1.29
001522,     9,     11,  0.64,   0.46,     0.46,     0.37,     1.00
001522,    10,      9,  0.75,   0.47,     0.47,     0.36,     0.99
001522,    12,      8,  0.82,   0.50,     0.42,     0.46,     1.19
001527,     1,      1,  0.72,   0.67,     0.55,     0.52,     1.21
001533,     5,      5,  0.75,   0.49,     0.41,     0.43,     1.19
001533,     7,      6,  0.88,   0.32,     0.25,     0.24,     1.25
001533,    10,      7,  0.72,   0.58,     0.51,     0.45,     1.13
001535,     4,      4,  0.90,   0.49,     0.45,     0.45,     1.09
001535,     7,      7,  0.86,   0.70,     0.66,     0.66,     1.05
001535,     8,      8,  0.61,   0.42,     0.33,     0.24,     1.26
001536,     0,      2,  0.82,   0.31,     0.26,     0.26,     1.17
001537,     3,      0,  0.77,   0.73,     0.67,     0.65,     1.08
001542,     0,      3,  0.89,   0.28,     0.23,     0.23,     1.21
001545,     5,      5,  0.77,   0.67,     0.63,     0.61,     1.06
001552,     2,      3,  0.79,   0.48,     0.45,     0.44,     1.09
001557,     7,      6,  0.81,   0.47,     0.43,     0.44,     1.09
001560,     6,      4,  0.90,   0.31,     0.27,     0.28,     1.13
001560,     7,      5,  0.92,   0.39,     0.32,     0.32,     1.19
001564,     5,     10,  0.46,   0.47,     0.65,     0.44,     0.73
001564,     6,     -1,  0.00,   0.00,     0.54,     0.00,     0.00
001565,     0,      5,  0.91,   0.31,     0.29,     0.29,     1.07
001565,     5,      4,  0.89,   0.70,     0.65,     0.63,     1.07
001569,     2,      1,  0.88,   0.76,     0.66,     0.65,     1.16
001573,     6,      5,  0.94,   0.74,     0.66,     0.66,     1.12
001573,     7,      6,  0.93,   0.46,     0.39,     0.39,     1.16
001576,     0,      7,  0.86,   0.31,     0.28,     0.27,     1.10
001576,     6,      6,  0.76,   0.55,     0.58,     0.49,     0.95
001583,     8,     13,  0.81,   0.40,     0.33,     0.33,     1.19
001583,     9,      6,  0.76,   0.69,     0.65,     0.61,     1.05
001583,    10,      9,  0.86,   0.70,     0.62,     0.60,     1.13
001583,    14,     14,  0.89,   0.28,     0.24,     0.24,     1.14
001585,     4,      2,  0.93,   0.62,     0.59,     0.59,     1.05
001586,     3,      4,  0.80,   0.69,     0.62,     0.61,     1.11
001587,     0,      0,  0.73,   0.61,     0.64,     0.54,     0.95
001588,     2,      1,  0.79,   0.76,     0.70,     0.64,     1.09
001590,     5,      5,  0.81,   0.73,     0.65,     0.64,     1.12
001592,     6,     -1,  0.00,   0.00,     0.43,     0.00,     0.00
001594,     2,      1,  0.86,   0.70,     0.65,     0.64,     1.07
001594,     4,      3,  0.85,   0.60,     0.49,     0.50,     1.22
001596,     9,      9,  0.87,   0.34,     0.30,     0.30,     1.11
001596,    12,      7,  0.89,   0.39,     0.37,     0.35,     1.08
001597,     4,      3,  0.57,   0.47,     0.43,     0.42,     1.09
001602,     4,      6,  0.56,   0.60,     0.67,     0.54,     0.90
001603,     8,      7,  0.89,   0.74,     0.61,     0.59,     1.21
001603,     9,     -1,  0.00,   0.00,     0.41,     0.00,     0.00
001606,     3,      6,  0.84,   0.72,     0.66,     0.64,     1.09
001606,     5,      5,  0.81,   0.39,     0.34,     0.31,     1.13
001615,     1,      2,  0.88,   0.27,     0.24,     0.25,     1.11
001616,     0,      3,  0.85,   0.51,     0.49,     0.48,     1.05
001616,     6,     -1,  0.00,   0.00,     0.43,     0.00,     0.00
001616,     9,     -1,  0.00,   0.00,     0.62,     0.00,     0.00
001617,     1,      0,  0.83,   0.77,     0.69,     0.64,     1.12
001625,     0,      4,  0.88,   0.40,     0.38,     0.36,     1.06
001625,    10,      8,  0.88,   0.59,     0.52,     0.51,     1.14
001634,     4,      4,  0.84,   0.52,     0.47,     0.44,     1.11
001634,     5,      9,  0.73,   0.58,     0.57,     0.49,     1.03
001634,     9,      8,  0.66,   0.67,     0.67,     0.58,     1.00
001643,     4,     14,  0.82,   0.64,     0.55,     0.55,     1.16
001643,     9,     13,  0.85,   0.59,     0.51,     0.48,     1.16
001643,    10,     17,  0.01,   0.52,     0.66,     0.01,     0.80
001643,    13,      7,  0.87,   0.60,     0.56,     0.56,     1.07
001645,     3,      3,  0.91,   0.68,     0.64,     0.64,     1.05
001647,     2,      1,  0.63,   0.58,     0.64,     0.54,     0.90
001666,     3,      3,  0.87,   0.49,     0.41,     0.42,     1.19
001683,     5,      7,  0.82,   0.73,     0.68,     0.68,     1.07
001693,    11,      1,  0.58,   0.40,     0.33,     0.22,     1.20
001697,     8,      6,  0.78,   0.47,     0.39,     0.40,     1.22
001699,     1,      1,  0.82,   0.65,     0.62,     0.58,     1.04
001699,     2,      3,  0.79,   0.73,     0.67,     0.64,     1.08
001701,     3,      3,  0.90,   0.73,     0.67,     0.67,     1.10
001701,     5,      8,  0.86,   0.53,     0.48,     0.48,     1.10
001701,     6,     11,  0.04,   0.45,     0.52,     0.03,     0.87
001705,     0,      4,  0.94,   0.45,     0.43,     0.43,     1.05
001707,     0,      0,  0.67,   0.57,     0.60,     0.55,     0.94
001709,     6,      6,  0.89,   0.76,     0.65,     0.65,     1.17
001711,     2,     -1,  0.00,   0.00,     0.65,     0.00,     0.00
001714,    12,      2,  0.47,   0.43,     0.39,     0.31,     1.10
001719,     0,      0,  0.82,   0.35,     0.31,     0.31,     1.13
001721,     2,      1,  0.83,   0.41,     0.39,     0.37,     1.06
001721,     7,      4,  0.84,   0.45,     0.43,     0.42,     1.05
001722,     1,      1,  0.69,   0.62,     0.67,     0.57,     0.93
001726,     0,      1,  0.79,   0.41,     0.37,     0.36,     1.12
001741,     7,      5,  0.84,   0.62,     0.59,     0.59,     1.05
001741,     8,     12,  0.24,   0.30,     0.46,     0.26,     0.65
001742,     5,      7,  0.85,   0.36,     0.32,     0.30,     1.14
001745,     6,      7,  0.83,   0.44,     0.42,     0.39,     1.05
001745,     7,      5,  0.93,   0.73,     0.68,     0.68,     1.08
001750,     6,      2,  0.79,   0.68,     0.63,     0.60,     1.08
001751,     0,      2,  0.71,   0.34,     0.28,     0.29,     1.21
001751,     3,      3,  0.84,   0.57,     0.50,     0.48,     1.14
001755,     3,      2,  0.92,   0.66,     0.59,     0.59,     1.13
001764,     8,      6,  0.80,   0.59,     0.55,     0.53,     1.07
001764,     9,     10,  0.67,   0.33,     0.25,     0.23,     1.33
001765,     8,      8,  0.81,   0.65,     0.62,     0.61,     1.04
001768,     0,      0,  0.75,   0.59,     0.52,     0.50,     1.13
001771,     5,      5,  0.77,   0.73,     0.65,     0.63,     1.11
001772,     4,      4,  0.78,   0.67,     0.63,     0.61,     1.07
001778,     4,      5,  0.88,   0.59,     0.58,     0.57,     1.02
001780,     2,     11,  0.65,   0.46,     0.44,     0.40,     1.04
001780,     3,      7,  0.92,   0.76,     0.69,     0.69,     1.09
001783,     1,      0,  0.71,   0.55,     0.55,     0.47,     1.01
001786,     0,      1,  0.86,   0.35,     0.30,     0.30,     1.19
001787,     0,      1,  0.62,   0.50,     0.49,     0.46,     1.02
001794,     6,      3,  0.82,   0.70,     0.70,     0.68,     1.00
001794,     9,      6,  0.84,   0.72,     0.66,     0.66,     1.10
001808,     0,      1,  0.62,   0.49,     0.38,     0.41,     1.28
001818,     0,      1,  0.67,   0.49,     0.45,     0.44,     1.08
001820,     2,      1,  0.87,   0.67,     0.66,     0.66,     1.02
001820,     3,      2,  0.15,   0.55,     0.65,     0.15,     0.85
001820,     5,      5,  0.88,   0.37,     0.35,     0.33,     1.07
001820,     6,      7,  0.80,   0.68,     0.65,     0.60,     1.04
001823,     2,      2,  0.78,   0.31,     0.22,     0.23,     1.39
001825,     3,      2,  0.88,   0.26,     0.24,     0.22,     1.10
001825,     6,      3,  0.82,   0.32,     0.29,     0.29,     1.08
001831,     3,      1,  0.68,   0.35,     0.27,     0.26,     1.31
001840,    10,     10,  0.82,   0.71,     0.65,     0.61,     1.10
001848,     3,      4,  0.65,   0.58,     0.51,     0.50,     1.13
001851,     0,      1,  0.86,   0.41,     0.35,     0.35,     1.15
001852,     8,     11,  0.66,   0.65,     0.61,     0.57,     1.05
001855,     6,      6,  0.18,   0.63,     0.64,     0.16,     0.98
001855,     8,     12,  0.18,   0.40,     0.24,     0.33,     1.68
001856,     4,      3,  0.90,   0.57,     0.53,     0.53,     1.08
001856,     5,      5,  0.80,   0.39,     0.41,     0.32,     0.94
001859,     6,      5,  0.90,   0.44,     0.43,     0.43,     1.04
001862,     3,      3,  0.94,   0.74,     0.69,     0.69,     1.07
001863,     2,     -1,  0.00,   0.00,     0.34,     0.00,     0.00
001867,     6,      6,  0.38,   0.44,     0.34,     0.14,     1.29
001878,     3,      4,  0.88,   0.55,     0.50,     0.50,     1.10
001880,     0,      0,  0.64,   0.58,     0.66,     0.56,     0.88
001884,     0,      0,  0.66,   0.50,     0.46,     0.45,     1.08
001885,     2,      3,  0.17,   0.45,     0.68,     0.18,     0.66
001886,     0,      0,  0.81,   0.43,     0.39,     0.39,     1.11
001886,     2,      2,  0.86,   0.57,     0.53,     0.52,     1.06
001893,     0,      2,  0.90,   0.54,     0.51,     0.51,     1.05
001898,     3,      4,  0.84,   0.73,     0.68,     0.67,     1.07
001898,     5,      5,  0.79,   0.62,     0.57,     0.55,     1.10
001904,     3,      4,  0.00,   0.37,     0.24,     0.00,     1.51
001909,     5,     10,  0.80,   0.44,     0.39,     0.38,     1.14
001919,     6,      9,  0.75,   0.70,     0.59,     0.60,     1.18
001919,     7,      7,  0.95,   0.55,     0.50,     0.50,     1.08
001925,     2,      1,  0.94,   0.73,     0.70,     0.70,     1.04
001925,     4,      3,  0.67,   0.25,     0.23,     0.19,     1.08
001926,     7,      5,  0.74,   0.44,     0.43,     0.40,     1.04
001926,     8,      8,  0.79,   0.65,     0.65,     0.61,     1.00
001926,     9,      6,  0.82,   0.70,     0.68,     0.67,     1.03
001926,    10,      9,  0.90,   0.62,     0.58,     0.58,     1.08
001928,     0,      3,  0.88,   0.37,     0.35,     0.34,     1.07
001928,     3,      4,  0.75,   0.30,     0.27,     0.27,     1.10
001928,     7,      5,  0.91,   0.27,     0.24,     0.24,     1.14
001929,     6,      6,  0.90,   0.68,     0.64,     0.62,     1.06
001929,     7,      5,  0.85,   0.67,     0.65,     0.65,     1.03
001929,     8,      7,  0.92,   0.73,     0.67,     0.67,     1.10
001936,     0,      1,  0.75,   0.34,     0.30,     0.29,     1.13
001941,     7,     15,  0.80,   0.46,     0.37,     0.37,     1.22
001941,     8,     11,  0.89,   0.74,     0.69,     0.69,     1.07
001942,     0,      0,  0.88,   0.58,     0.55,     0.54,     1.06
001942,     2,      1,  0.89,   0.45,     0.43,     0.41,     1.04
001942,     4,      4,  0.94,   0.40,     0.35,     0.35,     1.16
001943,     2,      1,  0.62,   0.46,     0.48,     0.40,     0.95
001952,     0,      1,  0.78,   0.34,     0.29,     0.30,     1.17
001954,     5,      5,  0.88,   0.70,     0.65,     0.64,     1.09
001959,     8,     12,  0.05,   0.17,     0.47,     0.06,     0.36
001960,     3,      3,  0.92,   0.54,     0.47,     0.47,     1.15
001966,     5,      5,  0.90,   0.71,     0.67,     0.67,     1.07
001967,     5,     -1,  0.00,   0.00,     0.19,     0.00,     0.00
001967,     7,      7,  0.42,   0.42,     0.31,     0.12,     1.36
001969,     6,     -1,  0.00,   0.00,     0.62,     0.00,     0.00
001977,     4,     -1,  0.00,   0.00,     0.49,     0.00,     0.00
001978,     0,     12,  0.62,   0.28,     0.23,     0.22,     1.18
001978,     2,      3,  0.86,   0.65,     0.55,     0.54,     1.19
001979,     2,      4,  0.79,   0.71,     0.67,     0.58,     1.05
001985,     1,      1,  0.84,   0.50,     0.47,     0.45,     1.06
001986,     5,      5,  0.77,   0.69,     0.64,     0.60,     1.08
001986,     6,     -1,  0.00,   0.00,     0.27,     0.00,     0.00
001989,     1,      2,  0.81,   0.42,     0.39,     0.39,     1.10
001991,     0,      3,  0.85,   0.64,     0.63,     0.62,     1.02
001991,     5,     -1,  0.00,   0.00,     0.34,     0.00,     0.00
001995,     0,      0,  0.70,   0.54,     0.54,     0.45,     1.00
001997,     0,      0,  0.63,   0.57,     0.62,     0.55,     0.93
001999,     9,      3,  0.84,   0.66,     0.64,     0.61,     1.03
001999,    16,     13,  0.91,   0.66,     0.58,     0.58,     1.13
002001,     1,      1,  0.81,   0.59,     0.55,     0.53,     1.08
002011,     0,      6,  0.07,   0.35,     0.29,     0.07,     1.20
002012,     4,      5,  0.88,   0.70,     0.63,     0.62,     1.10
002012,     6,      9,  0.59,   0.37,     0.35,     0.31,     1.06
002012,     8,     -1,  0.00,   0.00,     0.20,     0.00,     0.00
002012,     9,      7,  0.78,   0.47,     0.47,     0.37,     0.99
002012,    10,      8,  0.60,   0.35,     0.36,     0.30,     0.97
002012,    11,      6,  0.87,   0.75,     0.69,     0.66,     1.09
002012,    12,     13,  0.92,   0.54,     0.38,     0.38,     1.42
002013,     0,      4,  0.75,   0.38,     0.33,     0.32,     1.14
002021,     0,      2,  0.83,   0.32,     0.28,     0.27,     1.18
002027,     2,      2,  0.82,   0.49,     0.44,     0.43,     1.12
002029,     2,      1,  0.85,   0.69,     0.66,     0.65,     1.04
002029,     4,      4,  0.45,   0.38,     0.28,     0.11,     1.34
002038,     5,      4,  0.70,   0.55,     0.46,     0.45,     1.19
002043,     2,      2,  0.80,   0.57,     0.46,     0.49,     1.23
002044,     7,     10,  0.57,   0.39,     0.33,     0.32,     1.18
002050,     9,      6,  0.83,   0.59,     0.56,     0.54,     1.04
002050,    16,     13,  0.94,   0.66,     0.57,     0.57,     1.16
002052,     0,      0,  0.85,   0.42,     0.40,     0.40,     1.05
002054,     3,      4,  0.70,   0.27,     0.21,     0.20,     1.31
002076,     1,      0,  0.88,   0.72,     0.69,     0.65,     1.03
002079,     4,      4,  0.90,   0.55,     0.47,     0.48,     1.18
002081,     3,      3,  0.77,   0.78,     0.69,     0.63,     1.13
002081,     4,     -1,  0.00,   0.00,     0.37,     0.00,     0.00
002086,     8,      9,  0.75,   0.45,     0.31,     0.34,     1.44
002087,     2,      2,  0.85,   0.69,     0.63,     0.62,     1.09
002101,     3,      6,  0.79,   0.63,     0.50,     0.50,     1.27
002102,     8,     -1,  0.00,   0.00,     0.45,     0.00,     0.00
002103,     4,      4,  0.83,   0.69,     0.59,     0.60,     1.16
002112,     4,      3,  0.71,   0.70,     0.67,     0.64,     1.05
002113,     0,      3,  0.70,   0.45,     0.36,     0.34,     1.26
002130,     5,      6,  0.83,   0.57,     0.48,     0.48,     1.19
002131,     2,      3,  0.75,   0.42,     0.37,     0.35,     1.13
002135,     6,      7,  0.83,   0.73,     0.68,     0.66,     1.08
002135,     7,      8,  0.73,   0.71,     0.65,     0.63,     1.10
002135,     8,     17,  0.80,   0.75,     0.69,     0.66,     1.09
002135,    13,     12,  0.84,   0.53,     0.49,     0.45,     1.08
002136,     2,     -1,  0.00,   0.00,     0.60,     0.00,     0.00
002137,     2,      3,  0.76,   0.68,     0.70,     0.65,     0.98
002139,     4,     -1,  0.00,   0.00,     0.34,     0.00,     0.00
002139,     6,      5,  0.89,   0.76,     0.69,     0.67,     1.09
002139,     7,     -1,  0.00,   0.00,     0.32,     0.00,     0.00
002139,     9,      9,  0.06,   0.44,     0.45,     0.05,     0.98
002140,     0,      3,  0.91,   0.50,     0.47,     0.46,     1.07
002140,     4,      5,  0.68,   0.52,     0.43,     0.42,     1.21
002142,     5,      5,  0.93,   0.78,     0.70,     0.69,     1.11
002142,     7,     13,  0.70,   0.42,     0.33,     0.33,     1.28
002151,     0,      2,  0.89,   0.43,     0.41,     0.40,     1.06
002152,     6,      6,  0.69,   0.62,     0.68,     0.56,     0.92
002152,     8,      7,  0.85,   0.61,     0.61,     0.56,     1.00
002158,     5,      5,  0.66,   0.67,     0.68,     0.60,     0.99
002168,     4,      3,  0.90,   0.73,     0.65,     0.65,     1.11
002168,     7,      7,  0.29,   0.35,     0.34,     0.29,     1.02
002169,     6,     12,  0.48,   0.49,     0.68,     0.45,     0.72
002169,     7,      8,  0.94,   0.45,     0.40,     0.40,     1.13
002170,     2,      2,  0.76,   0.70,     0.63,     0.58,     1.10
002170,     4,      1,  0.88,   0.71,     0.59,     0.59,     1.21
002173,     0,      6,  0.87,   0.41,     0.39,     0.38,     1.06
002173,     5,      1,  0.83,   0.73,     0.67,     0.68,     1.09
002177,     6,      6,  0.91,   0.59,     0.55,     0.56,     1.06
002177,     7,      8,  0.16,   0.68,     0.68,     0.13,     1.00
002182,     0,      5,  0.86,   0.47,     0.44,     0.44,     1.06
002182,     8,      6,  0.90,   0.68,     0.60,     0.61,     1.12
002183,     5,      7,  0.76,   0.69,     0.62,     0.60,     1.12
002183,     6,      6,  0.76,   0.70,     0.67,     0.60,     1.04
002187,     8,      7,  0.91,   0.64,     0.60,     0.60,     1.08
002187,     9,      9,  0.92,   0.59,     0.55,     0.55,     1.07
002200,     3,      6,  0.17,   0.63,     0.62,     0.17,     1.01
002201,     3,      3,  0.72,   0.45,     0.40,     0.41,     1.13
002201,     5,      4,  0.69,   0.60,     0.56,     0.54,     1.08
002201,     6,      6,  0.47,   0.42,     0.30,     0.14,     1.42
002202,     0,      0,  0.85,   0.58,     0.55,     0.53,     1.05
002206,     7,      0,  0.53,   0.61,     0.70,     0.51,     0.87
002209,     5,      8,  0.84,   0.44,     0.37,     0.36,     1.19
002216,     6,      5,  0.78,   0.46,     0.46,     0.38,     1.01
002216,     8,     -1,  0.00,   0.00,     0.69,     0.00,     0.00
002216,     9,      6,  0.89,   0.34,     0.29,     0.29,     1.17
002224,     2,      1,  0.55,   0.51,     0.52,     0.44,     0.99
002225,     4,      3,  0.87,   0.59,     0.55,     0.54,     1.08
002225,     5,      6,  0.69,   0.66,     0.64,     0.57,     1.03
002225,     6,     11,  0.91,   0.38,     0.32,     0.32,     1.19
002225,     7,      4,  0.70,   0.39,     0.32,     0.35,     1.19
002232,     3,      3,  0.82,   0.74,     0.68,     0.65,     1.09
002234,     6,      6,  0.89,   0.50,     0.43,     0.44,     1.16
002245,     0,     -1,  0.00,   0.00,     0.45,     0.00,     0.00
002250,     3,      3,  0.88,   0.51,     0.48,     0.46,     1.05
002254,     9,      8,  0.63,   0.40,     0.35,     0.35,     1.13
002255,     2,      3,  0.81,   0.49,     0.43,     0.44,     1.16
002255,     3,      2,  0.73,   0.52,     0.49,     0.48,     1.06
002257,    13,     -1,  0.00,   0.00,     0.48,     0.00,     0.00
002262,     0,      5,  0.94,   0.26,     0.24,     0.24,     1.09
002266,     0,      2,  0.82,   0.29,     0.25,     0.25,     1.17
002272,     4,      4,  0.83,   0.42,     0.37,     0.39,     1.14
002272,     6,      6,  0.70,   0.56,     0.42,     0.44,     1.34
002280,     1,      0,  0.93,   0.75,     0.69,     0.69,     1.09
002283,     0,      0,  0.28,   0.42,     0.36,     0.36,     1.17
002286,     0,      1,  0.75,   0.37,     0.34,     0.31,     1.09
002290,     5,     10,  0.78,   0.31,     0.26,     0.25,     1.21
002292,     0,      6,  0.90,   0.41,     0.34,     0.32,     1.23
002292,     2,      1,  0.77,   0.47,     0.39,     0.41,     1.21
002295,     9,      7,  0.66,   0.50,     0.52,     0.45,     0.97
002300,     3,      4,  0.81,   0.41,     0.35,     0.33,     1.17
002303,     5,      6,  0.83,   0.69,     0.66,     0.65,     1.05
002304,     0,      0,  0.74,   0.53,     0.44,     0.43,     1.20
002306,     2,      4,  0.83,   0.72,     0.67,     0.64,     1.07
002307,     2,      2,  0.84,   0.71,     0.62,     0.59,     1.14
002314,     0,      3,  0.88,   0.50,     0.47,     0.46,     1.07
002314,     7,      6,  0.74,   0.42,     0.37,     0.37,     1.12
002314,     8,      9,  0.78,   0.55,     0.51,     0.48,     1.08
002320,     1,      0,  0.70,   0.61,     0.55,     0.50,     1.12
002332,     4,      5,  0.90,   0.44,     0.39,     0.40,     1.11
002332,     5,      6,  0.92,   0.53,     0.47,     0.47,     1.13
002338,     6,      6,  0.72,   0.63,     0.60,     0.57,     1.05
002340,     5,      8,  0.81,   0.46,     0.38,     0.38,     1.20
002340,     7,      7,  0.65,   0.60,     0.50,     0.51,     1.20
002341,     5,      5,  0.78,   0.49,     0.44,     0.43,     1.09
002341,     7,     -1,  0.00,   0.00,     0.33,     0.00,     0.00
002356,     0,     -1,  0.00,   0.00,     0.30,     0.00,     0.00
002357,    10,      9,  0.62,   0.71,     0.61,     0.46,     1.16
002359,     2,      3,  0.86,   0.45,     0.32,     0.26,     1.41
002365,     1,      1,  0.77,   0.64,     0.63,     0.58,     1.02
002367,     3,      2,  0.86,   0.32,     0.31,     0.29,     1.04
002372,     3,      4,  0.76,   0.33,     0.26,     0.26,     1.28
002372,     4,      3,  0.34,   0.66,     0.66,     0.30,     1.01
002376,     2,      2,  0.82,   0.77,     0.68,     0.68,     1.13
002378,     7,      6,  0.80,   0.39,     0.32,     0.35,     1.22
002380,     9,     -1,  0.00,   0.00,     0.34,     0.00,     0.00
002385,     7,      6,  0.91,   0.36,     0.29,     0.30,     1.22
002385,     8,     10,  0.65,   0.66,     0.49,     0.50,     1.34
002387,     0,      2,  0.76,   0.34,     0.34,     0.33,     1.01
002387,     4,      4,  0.20,   0.31,     0.44,     0.28,     0.71
002392,     5,      5,  0.92,   0.65,     0.59,     0.56,     1.10
002397,     0,      2,  0.90,   0.29,     0.27,     0.26,     1.07
002398,     7,      6,  0.81,   0.60,     0.55,     0.53,     1.10
002399,     5,      8,  0.78,   0.66,     0.58,     0.57,     1.15
002399,    10,     11,  0.76,   0.68,     0.66,     0.53,     1.04
002405,     6,      5,  0.83,   0.68,     0.65,     0.62,     1.06
002405,     9,      6,  0.64,   0.50,     0.46,     0.41,     1.08
